Url,Size,YardSize,Floor,TotalFloors,District,Year,Type,BuildingType,Price
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161762311638477&slink=7ly2go&f1=1,84,0,5,6,"град София, Дружба 2",2023,2-СТАЕН,Тухла,100320
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161761987900288&slink=7ly2go&f1=1,84,0,4,6,"град София, Дружба 2",2023,2-СТАЕН,Тухла,100320
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162436469571109&slink=7ly2go&f1=1,84,0,8,8,"град София, Дървеница",2022,2-СТАЕН,Тухла,116690
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163999634089637&slink=7ly2go&f1=1,84,0,3,7,"град София, Иван Вазов",0,2-СТАЕН,Тухла,190000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302131476709&slink=7ly2go&f1=1,84,0,8,8,"град София, Красна поляна 2",1980,2-СТАЕН,Панел,83500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164320979549346&slink=7ly2go&f1=2,84,0,4,10,"град София, Красно село",2024,2-СТАЕН,Тухла,81600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162929856178081&slink=7ly2go&f1=2,84,0,4,6,"град София, Левски В",2023,2-СТАЕН,Тухла,74200
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162801416746920&slink=7ly2go&f1=2,84,0,4,6,"град София, Левски В",2023,2-СТАЕН,Тухла,82585
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163550875601961&slink=7ly2go&f1=2,84,0,1,4,"град София, Лозенец",0,2-СТАЕН,Тухла,200000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162918141115680&slink=7ly2go&f1=2,84,0,9,9,"град София, Люлин 1",2021,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163524575410901&slink=7ly2go&f1=2,84,0,2,6,"град София, м-т Гърдова глава",2009,2-СТАЕН,Тухла,118000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163580111158540&slink=7ly2go&f1=2,84,0,1,4,"град София, м-т Камбаните",0,2-СТАЕН,Тухла,127650
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161116094947095&slink=7ly2go&f1=2,84,0,2,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161116062124486&slink=7ly2go&f1=2,84,0,2,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163533685710179&slink=7ly2go&f1=2,84,0,3,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,90562
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162452054982551&slink=7ly2go&f1=2,84,0,4,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,100000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162830210143630&slink=7ly2go&f1=2,84,0,2,6,"град София, Малинова долина",0,2-СТАЕН,Тухла,108615
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164327563567301&slink=7ly2go&f1=2,84,0,5,5,"град София, Малинова долина",0,2-СТАЕН,Тухла,109500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163830308148166&slink=7ly2go&f1=2,84,0,0,0,"град София, Малинова долина",2023,2-СТАЕН,Тухла,116531
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163828040284890&slink=7ly2go&f1=2,84,0,7,7,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,113350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163239425230963&slink=7ly2go&f1=2,84,0,7,7,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,113400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163155180416079&slink=7ly2go&f1=2,84,0,3,5,"град София, Манастирски ливади",2021,2-СТАЕН,Тухла,129500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162452168616851&slink=7ly2go&f1=2,84,0,4,6,"град София, Младост 4",2021,2-СТАЕН,Тухла,100000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163938356137913&slink=7ly2go&f1=2,84,0,2,9,"град София, Младост 4",2019,2-СТАЕН,Тухла,117320
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160768116965570&slink=7ly2go&f1=2,84,0,1,4,"град София, Младост 4",2021,2-СТАЕН,Тухла,117572
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163906161173981&slink=7ly2go&f1=2,84,0,1,4,"град София, Младост 4",2021,2-СТАЕН,Тухла,127650
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164079692957636&slink=7ly2go&f1=2,84,0,4,4,"град София, Оборище",1962,2-СТАЕН,Тухла,154900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164267003735119&slink=7ly2go&f1=2,84,0,2,6,"град София, Овча купел",2010,2-СТАЕН,Тухла,78990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163490751160210&slink=7ly2go&f1=2,84,0,6,6,"град София, Овча купел",2010,2-СТАЕН,Тухла,98880
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162885261859597&slink=7ly2go&f1=2,84,0,7,7,"град София, Овча купел",2010,2-СТАЕН,Тухла,98880
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160407355210019&slink=7ly2go&f1=2,84,0,7,7,"град София, Овча купел 1",2010,2-СТАЕН,Тухла,98880
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163455674465933&slink=7ly2go&f1=2,84,0,4,8,"град София, Овча купел 1",0,2-СТАЕН,Тухла,105000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162126241193520&slink=7ly2go&f1=2,84,0,1,6,"град София, Овча купел 2",2008,2-СТАЕН,Тухла,79000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160407253768047&slink=7ly2go&f1=2,84,0,7,7,"град София, Овча купел 2",2010,2-СТАЕН,Тухла,98880
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163377000794202&slink=7ly2go&f1=2,84,0,8,9,"град София, Овча купел 2",0,2-СТАЕН,Тухла,113293
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164009964510186&slink=7ly2go&f1=2,84,0,7,10,"град София, Полигона",2023,2-СТАЕН,Тухла,110933
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163455224253897&slink=7ly2go&f1=2,84,0,3,9,"град София, Полигона",2023,2-СТАЕН,Тухла,124380
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163976228121034&slink=7ly2go&f1=2,84,0,4,10,"град София, Полигона",2023,2-СТАЕН,Тухла,124380
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163696102519142&slink=7ly2go&f1=2,84,0,3,6,"град София, Симеоново",2021,2-СТАЕН,Тухла,95361
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163975458855492&slink=7ly2go&f1=2,84,0,3,6,"град София, Симеоново",2021,2-СТАЕН,Тухла,144000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162505583861751&slink=7ly2go&f1=2,84,0,1,5,"град София, Стрелбище",2010,2-СТАЕН,Тухла,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163351524011430&slink=7ly2go&f1=2,84,0,1,5,"град София, Студентски град",2023,2-СТАЕН,Тухла,100260
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163582921836682&slink=7ly2go&f1=2,84,0,6,8,"град София, Студентски град",2023,2-СТАЕН,Тухла,104400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162945220847009&slink=7ly2go&f1=2,84,0,6,8,"град София, Студентски град",2023,2-СТАЕН,Тухла,104415
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164327570961100&slink=7ly2go&f1=2,84,0,5,5,"град София, Студентски град",0,2-СТАЕН,Тухла,109500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161857987584138&slink=7ly2go&f1=3,84,0,3,9,"град София, Студентски град",2021,2-СТАЕН,Тухла,138252
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164293827801920&slink=7ly2go&f1=3,84,0,2,6,"град София, Център",2010,2-СТАЕН,Тухла,134900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164201987272564&slink=7ly2go&f1=3,84,0,2,6,"град София, Център",2010,2-СТАЕН,Тухла,134900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c127445528288705&slink=7ly2go&f1=3,84,0,3,5,"град София, Борово",2021,3-СТАЕН,Тухла,130000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163516736376417&slink=7ly2go&f1=3,84,0,3,5,"град София, Бъкстон",2020,3-СТАЕН,Тухла,129500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160127524504735&slink=7ly2go&f1=3,84,0,5,8,"град София, Дружба 1",1975,3-СТАЕН,Панел,95800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164319570943161&slink=7ly2go&f1=3,84,0,7,8,"град София, Дружба 2",2000,3-СТАЕН,Панел,115000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164320727583214&slink=7ly2go&f1=3,84,0,8,8,"град София, Дървеница",1985,3-СТАЕН,Панел,139800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161357586388920&slink=7ly2go&f1=3,84,0,1,4,"град София, Зона Б-5",1960,3-СТАЕН,Тухла,96000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164294077690901&slink=7ly2go&f1=3,84,0,5,8,"град София, Изгрев",2024,3-СТАЕН,Тухла,255061
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163672075510457&slink=7ly2go&f1=3,84,0,6,9,"град София, Красна поляна 2",2000,3-СТАЕН,Тухла,82937
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163593561775684&slink=7ly2go&f1=3,84,0,6,8,"град София, Красна поляна 2",2022,3-СТАЕН,Тухла,91740
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164242388893777&slink=7ly2go&f1=3,84,0,2,9,"град София, Красна поляна 2",2023,3-СТАЕН,Тухла,92774
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163699155090493&slink=7ly2go&f1=3,84,0,7,8,"град София, Красна поляна 2",2024,3-СТАЕН,Тухла,93093
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164197581929732&slink=7ly2go&f1=3,84,0,4,8,"град София, Люлин 10",0,3-СТАЕН,Панел,120000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163885790658371&slink=7ly2go&f1=3,84,0,8,8,"град София, Люлин 2",1976,3-СТАЕН,Панел,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164010508217534&slink=7ly2go&f1=3,84,0,8,8,"град София, Люлин 2",1977,3-СТАЕН,Панел,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162119173170547&slink=7ly2go&f1=3,84,0,6,6,"град София, Люлин 4",1977,3-СТАЕН,Панел,81900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163955281630060&slink=7ly2go&f1=3,84,0,7,8,"град София, Люлин 7",1989,3-СТАЕН,Панел,99990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164199735749169&slink=7ly2go&f1=3,84,0,1,8,"град София, Люлин 7",1978,3-СТАЕН,Панел,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163757352060502&slink=7ly2go&f1=3,84,0,0,0,"град София, Люлин 9",0,3-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164190874011651&slink=7ly2go&f1=3,84,0,6,7,"град София, Люлин 9",0,3-СТАЕН,Панел,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164307046702408&slink=7ly2go&f1=3,84,0,8,8,"град София, Люлин 9",1982,3-СТАЕН,Панел,118500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164327315854537&slink=7ly2go&f1=3,84,0,2,6,"град София, Малинова долина",0,3-СТАЕН,Тухла,101220
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163449875728087&slink=7ly2go&f1=3,84,0,6,7,"град София, Младост 2",1979,3-СТАЕН,Панел,139000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164155342754824&slink=7ly2go&f1=3,84,0,1,8,"град София, Младост 2",1980,3-СТАЕН,Панел,140000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163854700645588&slink=7ly2go&f1=3,84,0,1,8,"град София, Младост 3",1987,3-СТАЕН,Панел,169000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163811771500230&slink=7ly2go&f1=3,84,0,3,10,"град София, Младост 4",2012,3-СТАЕН,Тухла,129999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163956898764605&slink=7ly2go&f1=3,84,0,8,8,"град София, Младост 4",1984,3-СТАЕН,Панел,149500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163896005397902&slink=7ly2go&f1=3,84,0,3,9,"град София, Младост 4",2020,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162547014106221&slink=7ly2go&f1=3,84,0,2,6,"град София, Младост 4",2021,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162885660648252&slink=7ly2go&f1=3,84,0,3,9,"град София, Младост 4",2021,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163249091587976&slink=7ly2go&f1=3,84,0,2,9,"град София, Младост 4",2021,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162445372477577&slink=7ly2go&f1=3,84,0,6,6,"град София, Обеля 2",2022,3-СТАЕН,Тухла,100390
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181485645412&slink=7ly2go&f1=3,84,0,4,5,"град София, Оборище",0,3-СТАЕН,Тухла,175500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181474463757&slink=7ly2go&f1=3,84,0,4,8,"град София, Овча купел",0,3-СТАЕН,Панел,103000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164180949493957&slink=7ly2go&f1=3,84,0,4,8,"град София, Овча купел 1",0,3-СТАЕН,Панел,103000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163692524588299&slink=7ly2go&f1=3,84,0,5,8,"град София, Овча купел 1",1988,3-СТАЕН,Панел,123000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164242440444018&slink=7ly2go&f1=3,84,0,6,6,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,86757
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163949997407023&slink=7ly2go&f1=3,84,0,6,8,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,86757
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163151668769165&slink=7ly2go&f1=4,84,0,7,8,"град София, Овча купел 2",1981,3-СТАЕН,Панел,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163301555664830&slink=7ly2go&f1=4,84,0,4,4,"град София, Овча купел 2",2022,3-СТАЕН,Тухла,143400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162505617296454&slink=7ly2go&f1=4,84,0,1,5,"град София, Стрелбище",2010,3-СТАЕН,Тухла,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164207120530117&slink=7ly2go&f1=4,84,0,5,8,"град София, Стрелбище",1980,3-СТАЕН,Панел,193500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163852676077707&slink=7ly2go&f1=4,84,0,4,4,"град София, Триъгълника",2021,3-СТАЕН,Тухла,99800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c147998769693139&slink=7ly2go&f1=4,84,0,2,4,"град София, Триъгълника",2021,3-СТАЕН,Тухла,100800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162966635775613&slink=7ly2go&f1=4,84,0,3,5,"град София, Хаджи Димитър",2007,3-СТАЕН,Тухла,135000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181450783328&slink=7ly2go&f1=4,84,0,4,5,"град София, Център",0,3-СТАЕН,Тухла,175500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163274043589444&slink=7ly2go&f1=4,84,0,8,8,"град София, Люлин 3",0,4-СТАЕН,Панел,94990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164183159760510&slink=7ly2go&f1=4,84,0,1,8,"град София, Младост 2",1980,4-СТАЕН,Панел,140000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f151611002868704&slink=7ly2go&f1=4,84,0,6,7,"град София, Лагера",2001,МЕЗОНЕТ,Тухла,205000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h162505805497530&slink=7ly2go&f1=4,84,0,1,5,"град София, Стрелбище",2010,"АТЕЛИЕ, ТАВАН",Тухла,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a153372169653088&slink=7ly2k3&f1=1,85,0,3,4,"град София, Център",1940,1-СТАЕН,Тухла,159000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163817240329324&slink=7ly2k3&f1=1,85,0,3,7,"град София, Борово",2000,2-СТАЕН,Тухла,150000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163732778238353&slink=7ly2k3&f1=1,85,0,2,7,"град София, Лозенец",0,2-СТАЕН,Тухла,185000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163594238043673&slink=7ly2k3&f1=1,85,0,3,6,"град София, Лозенец",2006,2-СТАЕН,Тухла,188500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164301595126932&slink=7ly2k3&f1=1,85,0,4,6,"град София, Лозенец",2020,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163886827169158&slink=7ly2k3&f1=1,85,0,2,5,"град София, Младост 2",2021,2-СТАЕН,Тухла,152900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163516821437256&slink=7ly2k3&f1=1,85,0,2,6,"град София, Симеоново",2008,2-СТАЕН,Тухла,97000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164250446660151&slink=7ly2k3&f1=1,85,0,2,8,"град София, Студентски град",2009,2-СТАЕН,Тухла,127500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164241319750229&slink=7ly2k3&f1=1,85,0,4,8,"град София, Бъкстон",1970,3-СТАЕН,Панел,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164251184907581&slink=7ly2k3&f1=1,85,0,1,8,"град София, Бъкстон",1970,3-СТАЕН,Тухла,155000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164308072247629&slink=7ly2k3&f1=1,85,0,1,4,"град София, Дружба 1",0,3-СТАЕН,Панел,115000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163333045820625&slink=7ly2k3&f1=1,85,0,10,10,"град София, Изток",1972,3-СТАЕН,Тухла,188700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164250982885682&slink=7ly2k3&f1=1,85,0,1,8,"град София, Красно село",1970,3-СТАЕН,Тухла,155000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181804866815&slink=7ly2k3&f1=1,85,0,2,8,"град София, Левски Г",2008,3-СТАЕН,Тухла,144000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164267858815054&slink=7ly2k3&f1=1,85,0,1,8,"град София, Люлин 4",1980,3-СТАЕН,Панел,91000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164157124853661&slink=7ly2k3&f1=1,85,0,1,7,"град София, Малинова долина",0,3-СТАЕН,Тухла,106099
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163410987980973&slink=7ly2k3&f1=1,85,0,3,9,"град София, Младост 4",2021,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160716974278295&slink=7ly2k3&f1=1,85,0,7,10,"град София, Овча купел",2022,3-СТАЕН,Тухла,113900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164216268524029&slink=7ly2k3&f1=1,85,0,3,8,"град София, Сухата река",2023,3-СТАЕН,Тухла,112500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163955062280362&slink=7ly2k3&f1=1,85,0,1,8,"град София, Сухата река",2021,3-СТАЕН,Тухла,140000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164191240733235&slink=7ly2k3&f1=1,85,0,5,5,"град София, Център",0,3-СТАЕН,Тухла,109000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162816364694770&slink=7ly2k3&f1=1,85,0,3,4,"град София, Център",1934,3-СТАЕН,Тухла,198000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164312674524560&slink=7ly2k3&f1=1,85,0,3,5,"град София, Център",1975,3-СТАЕН,Тухла,220000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153488207523218&slink=7ly2k3&f1=1,85,0,3,6,"град София, Левски В",0,2-СТАЕН,Тухла,74201
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163714320091579&slink=7ly2k3&f1=1,85,0,5,6,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,109650
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164208106488353&slink=7ly2k3&f1=1,85,0,11,11,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,130960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163906125536409&slink=7ly2k3&f1=1,85,0,3,7,"град София, Студентски град",2022,2-СТАЕН,Тухла,112485
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163032377257526&slink=7ly2k3&f1=1,85,0,0,0,"град София, Витоша",2020,3-СТАЕН,Тухла,106000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164273533662440&slink=7ly2k3&f1=1,85,0,3,8,"град София, Дианабад",0,3-СТАЕН,Панел,143900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164311434199444&slink=7ly2k3&f1=1,85,0,3,5,"град София, Докторски паметник",1932,3-СТАЕН,Тухла,355000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164311614957973&slink=7ly2k3&f1=1,85,0,5,5,"град София, Лозенец",2021,3-СТАЕН,Тухла,215000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164275168202010&slink=7ly2k3&f1=1,85,0,0,0,"град София, Люлин - център",2021,3-СТАЕН,Тухла,102000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164165652434104&slink=7ly2k3&f1=1,85,0,1,8,"град София, Люлин 9",1985,3-СТАЕН,Панел,119000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164153149832398&slink=7ly2k3&f1=1,85,0,3,4,"град София, Малинова долина",2022,3-СТАЕН,Тухла,105000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164019668447432&slink=7ly2k3&f1=1,85,0,7,8,"град София, Младост 1",0,3-СТАЕН,Панел,130000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163239346692444&slink=7ly2k3&f1=1,85,0,1,5,"град София, Надежда 2",2010,3-СТАЕН,Тухла,105000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164311421942802&slink=7ly2k3&f1=1,85,0,3,5,"град София, Оборище",1932,3-СТАЕН,Тухла,355000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164241431269076&slink=7ly2k3&f1=1,85,0,4,8,"град София, Павлово",1970,3-СТАЕН,Панел,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163459242570207&slink=7ly2k3&f1=1,85,0,3,4,"град София, Център",1930,3-СТАЕН,Тухла,209000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163459154814300&slink=7ly2k3&f1=1,85,0,3,4,"град София, Център",1930,3-СТАЕН,Тухла,209000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163283257794306&slink=7ly2k3&f1=2,85,0,7,7,"град София, Борово",1994,2-СТАЕН,Тухла,109990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163335610812123&slink=7ly2k3&f1=2,85,0,2,6,"град София, Витоша",2021,2-СТАЕН,Тухла,106960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162763308313565&slink=7ly2k3&f1=2,85,0,14,16,"град София, Гео Милев",1990,2-СТАЕН,ЕПК,123000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162428130661997&slink=7ly2k3&f1=2,85,0,1,3,"град София, Горна баня",2023,2-СТАЕН,Тухла,152064
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164149265974666&slink=7ly2k3&f1=2,85,0,3,4,"град София, Горна баня",2016,2-СТАЕН,Тухла,162000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163004569349579&slink=7ly2k3&f1=2,85,0,1,3,"град София, Горна баня",2023,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163398355415769&slink=7ly2k3&f1=2,85,0,11,11,"град София, Гоце Делчев",2021,2-СТАЕН,Тухла,129900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163472237819040&slink=7ly2k3&f1=2,85,0,5,5,"град София, Драгалевци",2021,2-СТАЕН,Тухла,137000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163648172156978&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,170000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163653089683104&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,170000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163844797272151&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,170000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180342580145&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,173000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163767988573508&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,175000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163964469505773&slink=7ly2k3&f1=2,85,0,3,5,"град София, Драгалевци",2010,2-СТАЕН,Тухла,175000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156025920142387&slink=7ly2k3&f1=2,85,0,15,15,"град София, Изток",0,2-СТАЕН,ЕПК,120000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163645543898004&slink=7ly2k3&f1=2,85,0,3,4,"град София, Карпузица",1960,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162815625529405&slink=7ly2k3&f1=2,85,0,2,2,"град София, Лозенец",0,2-СТАЕН,Тухла,165000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157424372350952&slink=7ly2k3&f1=2,85,0,4,6,"град София, Лозенец",2019,2-СТАЕН,Тухла,272192
