Url,Size,YardSize,Floor,TotalFloors,District,Year,Type,BuildingType,Price
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162591496770217&slink=7ly10c&f1=2,73,0,6,7,"град София, Зона Б-5",0,2-СТАЕН,Тухла,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158374993064395&slink=7ly10c&f1=2,73,0,1,5,"град София, Изгрев",2017,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163473230039785&slink=7ly10c&f1=2,73,0,5,6,"град София, Илинден",2022,2-СТАЕН,Тухла,97160
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163472929705106&slink=7ly10c&f1=2,73,0,5,6,"град София, Илинден",2022,2-СТАЕН,Тухла,97999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160975250377210&slink=7ly10c&f1=2,73,0,2,4,"град София, Карпузица",2021,2-СТАЕН,Тухла,87260
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163601652680149&slink=7ly10c&f1=2,73,0,2,4,"град София, Карпузица",2022,2-СТАЕН,Тухла,87260
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162323101609694&slink=7ly10c&f1=2,73,0,2,5,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,86800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163482510634643&slink=7ly10c&f1=2,73,0,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,96386
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163119307262853&slink=7ly10c&f1=2,73,0,6,7,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,101224
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302156781431&slink=7ly10c&f1=2,73,0,6,7,"град София, Кръстова вада",0,2-СТАЕН,Тухла,101224
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164301848924130&slink=7ly10c&f1=2,73,0,6,7,"град София, Кръстова вада",0,2-СТАЕН,Тухла,101224
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164089372452852&slink=7ly10c&f1=2,73,0,6,7,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,101224
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162220483229483&slink=7ly10c&f1=2,73,0,3,9,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,111600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302018189294&slink=7ly10c&f1=2,73,0,6,14,"град София, Кръстова вада",0,2-СТАЕН,Тухла,113162
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302123934256&slink=7ly10c&f1=2,73,0,5,14,"град София, Кръстова вада",0,2-СТАЕН,Тухла,113350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164226722655084&slink=7ly10c&f1=2,73,0,3,7,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,113894
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164226581245628&slink=7ly10c&f1=2,73,0,2,7,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,113894
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164305988614475&slink=7ly10c&f1=2,73,0,5,5,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,116800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162445652042869&slink=7ly10c&f1=2,73,0,5,6,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,116800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163835415860933&slink=7ly10c&f1=2,73,0,5,5,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,116800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163791259237470&slink=7ly10c&f1=2,73,0,5,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,116800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164301260045373&slink=7ly10c&f1=2,73,0,8,14,"град София, Кръстова вада",0,2-СТАЕН,Тухла,117499
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302130063557&slink=7ly10c&f1=3,73,0,7,14,"град София, Кръстова вада",0,2-СТАЕН,Тухла,117564
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164269261830130&slink=7ly10c&f1=3,73,0,5,5,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,119000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164145822648851&slink=7ly10c&f1=3,73,0,4,9,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,135600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163069638722706&slink=7ly10c&f1=3,73,0,6,7,"град София, Кръстова вада",0,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160214451897266&slink=7ly10c&f1=3,73,0,4,5,"град София, Кръстова вада",0,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152906212795430&slink=7ly10c&f1=3,73,0,3,8,"град София, Лагера",2021,2-СТАЕН,Тухла,116600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162878866544990&slink=7ly10c&f1=3,73,0,6,7,"град София, Люлин 10",2022,2-СТАЕН,Тухла,80150
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163300236625510&slink=7ly10c&f1=3,73,0,6,7,"град София, Люлин 10",2023,2-СТАЕН,Тухла,80300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163637932436712&slink=7ly10c&f1=3,73,0,1,8,"град София, Люлин 9",2023,2-СТАЕН,Тухла,95250
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163161579098214&slink=7ly10c&f1=3,73,0,1,6,"град София, Люлин 9",2023,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163187734426580&slink=7ly10c&f1=3,73,0,2,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,70000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163758316659767&slink=7ly10c&f1=3,73,0,5,6,"град София, Малинова долина",0,2-СТАЕН,Тухла,70800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162565982564506&slink=7ly10c&f1=3,73,0,3,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,76544
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163471623353714&slink=7ly10c&f1=3,73,0,4,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,83490
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163758335737549&slink=7ly10c&f1=3,73,0,2,5,"град София, Малинова долина",2020,2-СТАЕН,Тухла,84000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161839330808497&slink=7ly10c&f1=3,73,0,3,5,"град София, Малинова долина",2022,2-СТАЕН,Тухла,87600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163758199584030&slink=7ly10c&f1=3,73,0,3,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,87750
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162704664954904&slink=7ly10c&f1=3,73,0,2,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,88000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163741948783799&slink=7ly10c&f1=3,73,0,2,6,"град София, Малинова долина",0,2-СТАЕН,Тухла,88000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163394264607241&slink=7ly10c&f1=3,73,0,2,6,"град София, Малинова долина",2022,2-СТАЕН,Тухла,88000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163508898146767&slink=7ly10c&f1=3,73,0,5,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,89000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162514417716583&slink=7ly10c&f1=3,73,0,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,93950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163672905880652&slink=7ly10c&f1=3,73,0,1,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,94783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162853632067291&slink=7ly10c&f1=3,73,0,2,6,"град София, Малинова долина",0,2-СТАЕН,Тухла,94874
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163359094296038&slink=7ly10c&f1=3,73,0,2,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163402076945650&slink=7ly10c&f1=3,73,0,4,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,97276
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164320508744819&slink=7ly10c&f1=3,73,0,3,5,"град София, Малинова долина",2022,2-СТАЕН,Тухла,97500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164130262390541&slink=7ly10c&f1=3,73,0,2,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,98000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162514418520178&slink=7ly10c&f1=3,73,0,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,98670
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164199343295613&slink=7ly10c&f1=3,73,0,2,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,99000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163298229238664&slink=7ly10c&f1=3,73,0,3,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,100000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163058511504782&slink=7ly10c&f1=3,73,0,3,3,"град София, Малинова долина",2023,2-СТАЕН,Тухла,113560
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164199238958720&slink=7ly10c&f1=3,73,0,4,5,"град София, Малинова долина",2022,2-СТАЕН,Тухла,115850
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163540270376468&slink=7ly10c&f1=3,73,0,1,4,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,99000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162937623386495&slink=7ly10c&f1=3,73,0,6,10,"град София, Манастирски ливади",2021,2-СТАЕН,Тухла,108000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160530468951764&slink=7ly10c&f1=3,73,0,4,8,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,146600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162255171567804&slink=7ly10c&f1=3,73,0,3,7,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,153300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163268191876150&slink=7ly10c&f1=3,73,0,1,6,"град София, Младост 2",2022,2-СТАЕН,Тухла,88300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163594939540271&slink=7ly10c&f1=3,73,0,20,21,"град София, Младост 2",1992,2-СТАЕН,ЕПК,99000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163611092470823&slink=7ly10c&f1=3,73,0,4,6,"град София, Младост 3",2023,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163897652651325&slink=7ly10c&f1=4,73,0,5,6,"град София, Младост 3",2023,2-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302121532242&slink=7ly10c&f1=4,73,0,1,8,"град София, Младост 4",2022,2-СТАЕН,Тухла,99190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164215897606295&slink=7ly10c&f1=4,73,0,8,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,102000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163886954306491&slink=7ly10c&f1=4,73,0,6,9,"град София, Младост 4",2024,2-СТАЕН,Тухла,124100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161582935093333&slink=7ly10c&f1=4,73,0,3,6,"град София, Обеля 1",2020,2-СТАЕН,Тухла,94800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163671768895835&slink=7ly10c&f1=4,73,0,6,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,74400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163033091963994&slink=7ly10c&f1=4,73,0,5,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,89350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163940435337958&slink=7ly10c&f1=4,73,0,8,10,"град София, Овча купел",2023,2-СТАЕН,Тухла,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164156669921576&slink=7ly10c&f1=4,73,0,3,6,"град София, Овча купел",0,2-СТАЕН,Тухла,94172
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161727077136736&slink=7ly10c&f1=4,73,0,3,6,"град София, Овча купел",0,2-СТАЕН,Тухла,94965
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163967009561356&slink=7ly10c&f1=4,73,0,8,10,"град София, Овча купел",2022,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161581997606828&slink=7ly10c&f1=4,73,0,4,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,95095
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164268151810594&slink=7ly10c&f1=4,73,0,8,10,"град София, Овча купел",2021,2-СТАЕН,Тухла,97850
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163783589993060&slink=7ly10c&f1=4,73,0,8,10,"град София, Овча купел",2022,2-СТАЕН,Тухла,98000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163135084339201&slink=7ly10c&f1=4,73,0,6,8,"град София, Овча купел",2022,2-СТАЕН,Тухла,98420
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164198743446693&slink=7ly10c&f1=4,73,0,4,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,100100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163113497938853&slink=7ly10c&f1=4,73,0,1,4,"град София, Овча купел",2023,2-СТАЕН,Тухла,111700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164155861022357&slink=7ly10c&f1=4,73,0,2,5,"град София, Овча купел",2004,2-СТАЕН,Тухла,119900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164319878804132&slink=7ly10c&f1=4,73,0,3,4,"град София, Овча купел",2019,2-СТАЕН,Тухла,125000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164305527057567&slink=7ly10c&f1=4,73,0,4,6,"град София, Овча купел 1",0,2-СТАЕН,Тухла,100900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180235833456&slink=7ly10c&f1=4,73,0,6,7,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,79783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180234114658&slink=7ly10c&f1=4,73,0,5,7,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,79783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180230837764&slink=7ly10c&f1=4,73,0,3,7,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,79783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180230229513&slink=7ly10c&f1=4,73,0,2,7,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,79783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164180229274796&slink=7ly10c&f1=4,73,0,1,7,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,79783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b140466292512881&slink=7ly10c&f1=4,73,0,5,7,"град София, Овча купел 2",2019,2-СТАЕН,Тухла,91250
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302128946197&slink=7ly10c&f1=4,73,0,6,8,"град София, Подуяне",2022,2-СТАЕН,Тухла,116000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164026546104721&slink=7ly10c&f1=4,73,0,5,11,"град София, Полигона",2022,2-СТАЕН,Тухла,146998
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163757463477393&slink=7ly10c&f1=4,73,0,1,4,"град София, Редута",2007,2-СТАЕН,Тухла,93800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164319173059508&slink=7ly10c&f1=4,73,0,2,6,"град София, Редута",2022,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163826225125253&slink=7ly10c&f1=4,73,0,0,0,"град София, Редута",0,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164226030035804&slink=7ly10c&f1=4,73,0,5,6,"град София, Свобода",1971,2-СТАЕН,Панел,68000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163758298456000&slink=7ly10c&f1=4,73,0,5,6,"град София, Студентски град",0,2-СТАЕН,Тухла,70800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163351446890032&slink=7ly10c&f1=4,73,0,4,5,"град София, Студентски град",2023,2-СТАЕН,Тухла,86784
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162341286092508&slink=7ly10c&f1=4,73,0,1,6,"град София, Студентски град",2023,2-СТАЕН,Тухла,88543
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161842767174542&slink=7ly10c&f1=4,73,0,1,8,"град София, Студентски град",2021,2-СТАЕН,Тухла,88550
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163545416707203&slink=7ly10c&f1=4,73,0,1,7,"град София, Студентски град",2023,2-СТАЕН,Тухла,88950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162340730909043&slink=7ly10c&f1=4,73,0,1,6,"град София, Студентски град",2023,2-СТАЕН,Тухла,89535
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163545394306125&slink=7ly10c&f1=4,73,0,1,7,"град София, Студентски град",2023,2-СТАЕН,Тухла,89550
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164303198846442&slink=7ly10c&f1=4,73,0,1,7,"град София, Студентски град",2023,2-СТАЕН,Тухла,91363
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162944439492825&slink=7ly10c&f1=5,73,0,2,8,"град София, Студентски град",2023,2-СТАЕН,Тухла,91365
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164320208764769&slink=7ly10c&f1=5,73,0,1,6,"град София, Студентски град",2023,2-СТАЕН,Тухла,94783
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163359078857234&slink=7ly10c&f1=5,73,0,2,5,"град София, Студентски град",2021,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160553153450427&slink=7ly10c&f1=5,73,0,3,9,"град София, Студентски град",2021,2-СТАЕН,Тухла,104940
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163411389000966&slink=7ly10c&f1=5,73,0,2,10,"град София, Сухата река",2022,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161598017138778&slink=7ly10c&f1=5,73,0,4,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,110800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163419968109454&slink=7ly10c&f1=5,73,0,4,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,110800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302113920149&slink=7ly10c&f1=5,73,0,5,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,113100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161409507607561&slink=7ly10c&f1=5,73,0,5,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,113100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163419962649254&slink=7ly10c&f1=5,73,0,5,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,113100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302164012861&slink=7ly10c&f1=5,73,0,6,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,116000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302116058863&slink=7ly10c&f1=5,73,0,6,8,"град София, Сухата река",2021,2-СТАЕН,Тухла,116000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163880095760594&slink=7ly10c&f1=5,73,0,2,6,"град София, Триъгълника",2023,2-СТАЕН,Тухла,87552
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162184935154108&slink=7ly10c&f1=5,73,0,1,4,"град София, Хладилника",2006,2-СТАЕН,Тухла,132900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164078996007276&slink=7ly10c&f1=5,73,0,1,4,"град София, Център",1996,2-СТАЕН,Тухла,55000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161315359438592&slink=7ly10c&f1=5,73,0,4,6,"град София, Център",2018,2-СТАЕН,Тухла,106000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163429980292346&slink=7ly10c&f1=5,73,0,3,7,"град София, Център",2023,2-СТАЕН,Тухла,114327
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162582237918551&slink=7ly10c&f1=5,73,0,3,7,"град София, Център",2023,2-СТАЕН,Тухла,114327
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162558305684719&slink=7ly10c&f1=5,73,0,3,7,"град София, Център",2022,2-СТАЕН,Тухла,114327
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163497960138514&slink=7ly10c&f1=5,73,0,2,7,"град София, Център",2023,2-СТАЕН,Тухла,114344
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163190118497117&slink=7ly10c&f1=5,73,0,2,7,"град София, Център",2023,2-СТАЕН,Тухла,114344
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163713905567018&slink=7ly10c&f1=5,73,0,3,7,"град София, Център",2023,2-СТАЕН,Тухла,114350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157918302173269&slink=7ly10c&f1=5,73,0,5,6,"град София, Център",1960,2-СТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163240086892562&slink=7ly10c&f1=5,73,0,1,4,"град София, Гео Милев",1960,3-СТАЕН,Тухла,135000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164300799846029&slink=7ly10c&f1=5,73,0,7,8,"град София, Сухата река",1980,3-СТАЕН,Тухла,107900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161778789805372&slink=7ly10c&f1=5,73,0,2,4,"град София, Център",1933,3-СТАЕН,Тухла,169998
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157918312652957&slink=7ly10c&f1=5,73,0,5,6,"град София, Център",1960,3-СТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162643185185053&slink=7ly150&f1=1,74,0,5,9,"град София, Бъкстон",2021,2-СТАЕН,Тухла,99200
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164166029434818&slink=7ly150&f1=1,74,0,7,7,"град София, Иван Вазов",0,2-СТАЕН,Тухла,169900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163558440083923&slink=7ly150&f1=1,74,0,4,5,"град София, Карпузица",2010,2-СТАЕН,Тухла,107000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163698598260056&slink=7ly150&f1=1,74,0,8,9,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,138000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164052399395885&slink=7ly150&f1=1,74,0,6,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,135105
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164305332537789&slink=7ly150&f1=1,74,0,2,4,"град София, Симеоново",2017,2-СТАЕН,Тухла,136000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164258640040200&slink=7ly150&f1=1,74,0,3,5,"град София, Център",1980,2-СТАЕН,Тухла,250000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163110674259501&slink=7ly150&f1=1,74,0,1,5,"град София, Лозенец",2001,3-СТАЕН,Тухла,129500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162366491951897&slink=7ly150&f1=1,74,0,5,6,"град София, Център",1975,3-СТАЕН,Тухла,199700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162929720565398&slink=7ly150&f1=1,74,0,0,0,"град София, в.з.Малинова долина",2021,2-СТАЕН,Тухла,102217
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163577708484995&slink=7ly150&f1=1,74,0,2,6,"град София, Захарна фабрика",2009,2-СТАЕН,Тухла,99500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164319315975691&slink=7ly150&f1=1,74,0,2,5,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,103600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163489307967382&slink=7ly150&f1=1,74,0,3,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,144300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162436879953449&slink=7ly150&f1=1,74,0,1,8,"град София, Лозенец",1998,2-СТАЕН,Тухла,128000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163281603974452&slink=7ly150&f1=1,74,0,3,6,"град София, Люлин 10",2009,2-СТАЕН,Тухла,99500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164284269423040&slink=7ly150&f1=1,74,0,5,6,"град София, Люлин 8",0,2-СТАЕН,Тухла,97999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162929706059632&slink=7ly150&f1=1,74,0,0,0,"град София, м-т Детски град",2021,2-СТАЕН,Тухла,102217
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161650276413947&slink=7ly150&f1=1,74,0,0,0,"град София, м-т Детски град",2021,2-СТАЕН,Тухла,108770
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162989948499878&slink=7ly150&f1=1,74,0,3,4,"град София, Манастирски ливади",2021,2-СТАЕН,Тухла,115000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164276471582550&slink=7ly150&f1=1,74,0,2,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,126227
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161650294326412&slink=7ly150&f1=1,74,0,0,0,"град София, Младост 3",2021,2-СТАЕН,Тухла,108770
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162929732926766&slink=7ly150&f1=1,74,0,0,0,"град София, Младост 4",2021,2-СТАЕН,Тухла,102217
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163895019999432&slink=7ly150&f1=1,74,0,2,5,"град София, Овча купел",2015,2-СТАЕН,Тухла,83000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163333291181182&slink=7ly150&f1=1,74,0,5,5,"град София, Овча купел 1",2022,2-СТАЕН,Тухла,73500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164260090341403&slink=7ly150&f1=1,74,0,4,8,"град София, Овча купел 1",2022,2-СТАЕН,Тухла,87100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164302665259874&slink=7ly150&f1=1,74,0,2,8,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,80693
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163723044431541&slink=7ly150&f1=1,74,0,5,5,"град София, Студентски град",2019,2-СТАЕН,Тухла,152000
